iteration,particle_1_fitness,particle_2_fitness,particle_3_fitness,particle_4_fitness,particle_5_fitness,particle_6_fitness,particle_7_fitness,particle_8_fitness,particle_9_fitness,particle_10_fitness
1,-99.82,-74.46,-100.19,-22.07,-101.84,-97.77,-133.1,-28.17,-40.64,-35.02
2,-40.2,-43.01,-46.99,-44.62,-63.41,-58.19,-48.69,-45.26,-46.24,-45.61
3,-46.96,-43.18,-43.2,-41.23,-42.74,-45.17,-59.99,-44.12,-38.32,-46.3
4,-42.22,-46.6,-44.12,-41.26,-43.4,-62.66,-40.86,-41.53,-46.32,-40.07
5,-41.58,-45.14,-46.6,-41.18,-44.89,-44.62,-41.46,-44.53,-40.96,-43.44
6,-36.64,-43.08,-60.0,-44.26,-43.57,-41.23,-43.43,-41.78,-44.26,-41.42
7,-37.84,-39.58,-44.53,-40.44,-50.06,-39.58,-43.21,-45.27,-61.05,-39.25
8,-44.62,-44.26,-49.96,-46.32,-50.06,-40.6,-45.88,-66.49,-46.32,-51.77
9,-46.32,-46.32,-43.54,-61.05,-46.67,-46.32,-46.32,-44.52,-60.19,-46.67
10,-60.19,-46.32,-46.05,-61.05,-37.77,-61.05,-61.05,-46.4,-41.26,-66.49
11,-61.05,-61.05,-66.49,-40.96,-43.57,-39.47,-46.32,-43.47,-41.18,-40.18
12,-44.26,-39.09,-43.18,-61.05,-46.67,-40.96,-60.19,-40.18,-46.32,-39.91
13,-44.62,-44.26,-44.62,-41.23,-38.16,-44.26,-38.1,-46.67,-46.32,-43.57
14,-46.32,-44.26,-44.26,-40.96,-40.96,-61.05,-40.96,-50.06,-46.32,-43.57
15,-61.05,-46.32,-44.62,-39.09,-44.26,-46.32,-40.96,-46.67,-46.32,-50.06
16,-39.09,-61.05,-46.32,-44.26,-40.6,-61.05,-40.6,-50.06,-39.47,-51.77
17,-44.26,-44.52,-61.05,-40.44,-46.32,-38.1,-40.6,-46.67,-46.32,-60.0
18,-40.44,-40.96,-40.44,-44.52,-61.05,-44.62,-37.74,-44.26,-60.19,-43.43
19,-46.32,-38.1,-46.32,-46.32,-61.05,-41.23,-39.47,-45.88,-46.32,-45.27
20,-46.32,-40.6,-61.05,-61.05,-40.96,-44.62,-44.26,-51.77,-46.32,-46.4
21,-60.19,-61.05,-44.52,-40.96,-40.96,-41.23,-61.05,-66.49,-44.26,-46.05
22,-61.05,-44.62,-46.32,-40.96,-44.62,-40.96,-44.52,-46.67,-40.6,-43.21
23,-61.05,-41.23,-38.42,-61.05,-41.23,-40.44,-46.32,-43.57,-46.32,-46.7
24,-44.26,-44.62,-40.6,-41.23,-40.96,-46.32,-61.05,-39.55,-60.19,-51.77
25,-40.96,-44.26,-37.84,-40.96,-39.09,-46.32,-61.05,-43.57,-39.47,-66.49
26,-46.32,-44.26,-44.62,-39.09,-44.26,-46.32,-61.05,-44.62,-46.32,-40.18
27,-41.18,-46.32,-61.05,-44.26,-40.44,-61.05,-40.96,-51.77,-46.32,-45.14
28,-39.09,-46.32,-38.16,-40.44,-46.32,-39.47,-40.96,-66.49,-46.32,-59.86
29,-38.42,-46.32,-40.96,-46.32,-61.05,-44.62,-40.6,-44.26,-61.05,-43.21
30,-39.47,-40.44,-44.62,-61.05,-39.58,-41.23,-41.18,-44.52,-46.32,-46.4
31,-39.58,-46.32,-41.23,-40.96,-41.26,-40.6,-39.09,-50.06,-40.96,-46.32
32,-39.47,-61.05,-40.96,-40.96,-44.62,-39.58,-61.05,-45.27,-46.32,-61.05
33,-44.62,-40.6,-39.47,-40.6,-41.23,-44.26,-39.47,-66.49,-46.32,-46.7
34,-41.26,-40.96,-44.26,-61.05,-40.96,-44.62,-44.52,-46.7,-46.32,-46.7
35,-41.18,-44.62,-40.44,-41.23,-39.09,-46.32,-46.32,-50.06,-61.05,-46.7
36,-37.84,-41.23,-44.52,-40.96,-40.6,-46.32,-40.96,-46.67,-46.32,-39.55
37,-44.62,-37.74,-46.32,-38.1,-44.52,-46.32,-39.47,-46.05,-40.96,-38.42
38,-41.23,-44.52,-40.96,-44.26,-40.44,-61.05,-46.32,-43.21,-46.32,-43.08
39,-46.32,-44.26,-40.96,-40.44,-46.32,-40.44,-37.84,-60.0,-46.32,-46.7
40,-61.05,-44.26,-61.05,-46.32,-61.05,-60.19,-39.09,-46.05,-37.84,-51.77
41,-44.26,-46.32,-44.62,-61.05,-39.47,-61.05,-39.58,-51.77,-39.58,-60.0
42,-46.32,-60.19,-41.23,-38.16,-61.05,-40.96,-61.05,-66.49,-39.58,-43.57
43,-60.19,-61.05,-44.62,-40.96,-38.16,-40.96,-44.62,-46.05,-44.62,-43.57
44,-61.05,-41.23,-41.23,-44.62,-44.62,-40.6,-41.23,-46.7,-44.62,-44.52
45,-41.23,-40.96,-44.26,-41.23,-44.62,-40.6,-44.62,-50.06,-61.05,-41.26
46,-40.96,-40.6,-40.44,-40.96,-41.18,-39.47,-41.23,-43.21,-61.05,-46.63
47,-40.6,-44.26,-46.32,-41.26,-38.42,-44.52,-38.1,-46.63,-44.26,-49.96
48,-44.62,-40.44,-60.19,-44.26,-44.26,-39.47,-44.26,-51.77,-44.26,-43.21
49,-41.23,-46.32,-46.32,-40.96,-40.44,-46.32,-40.44,-66.49,-46.32,-40.14
50,-46.32,-61.05,-46.32,-44.52,-46.32,-61.05,-46.32,-49.96,-60.19,-45.27
51,-61.05,-40.44,-46.32,-40.96,-46.32,-60.19,-46.32,-50.06,-61.05,-60.0
52,-39.47,-46.32,-61.05,-46.32,-61.05,-40.96,-61.05,-49.96,-40.96,-40.21
53,-40.96,-61.05,-38.1,-40.6,-61.05,-40.96,-39.47,-41.23,-40.96,-60.0
54,-61.05,-40.6,-40.96,-44.52,-40.96,-40.6,-46.32,-44.62,-44.26,-43.43
55,-44.62,-40.96,-38.1,-44.62,-40.96,-44.62,-46.32,-50.06,-40.6,-40.04
56,-41.23,-44.62,-40.6,-61.05,-44.62,-46.32,-44.62,-44.62,-46.32,-43.43
57,-61.05,-44.62,-44.52,-37.74,-41.23,-46.32,-41.23,-50.06,-61.05,-41.26
58,-41.18,-44.26,-39.09,-40.96,-39.09,-46.32,-40.6,-46.67,-37.77,-44.26
59,-40.96,-40.44,-61.05,-44.26,-39.09,-46.32,-37.77,-44.26,-40.96,-43.57
60,-39.09,-46.32,-61.05,-44.62,-44.26,-44.52,-44.62,-44.52,-61.05,-45.14
61,-40.6,-40.44,-40.96,-46.32,-40.44,-46.32,-44.52,-44.26,-46.32,-40.07
62,-40.44,-44.52,-40.96,-61.05,-46.32,-61.05,-46.32,-46.32,-40.96,-57.36
63,-46.32,-40.96,-44.62,-40.6,-46.32,-61.05,-39.47,-65.64,-44.62,-45.27
64,-61.05,-38.16,-41.23,-44.26,-40.96,-61.05,-61.05,-66.49,-41.23,-66.49
65,-44.26,-40.96,-40.96,-44.52,-61.05,-40.96,-39.58,-50.06,-37.74,-37.38
66,-44.62,-39.58,-39.09,-46.32,-61.05,-40.96,-41.26,-46.67,-61.05,-46.4
67,-46.32,-40.6,-44.26,-61.05,-40.96,-44.62,-44.62,-46.7,-44.26,-40.21
68,-41.18,-44.62,-41.23,-39.47,-40.96,-44.62,-41.23,-50.06,-61.05,-49.96
69,-37.76,-41.23,-46.32,-40.96,-40.6,-41.23,-39.58,-46.7,-46.32,-51.77
70,-61.05,-44.52,-61.05,-44.62,-40.6,-37.77,-39.09,-49.96,-40.96,-61.05
71,-40.44,-38.42,-39.58,-44.52,-40.44,-44.26,-44.62,-45.02,-38.16,-39.47
72,-46.32,-39.47,-44.26,-41.26,-46.32,-44.52,-44.52,-46.7,-40.96,-46.4
73,-46.32,-61.05,-44.62,-41.18,-61.05,-46.32,-46.32,-50.06,-38.1,-44.91
74,-61.05,-38.16,-44.52,-44.26,-46.32,-61.05,-61.05,-40.21,-46.32,-49.96
75,-61.05,-44.62,-39.47,-40.44,-46.32,-61.05,-44.26,-50.06,-44.52,-46.7
76,-40.96,-44.62,-39.09,-44.62,-46.32,-40.96,-41.26,-50.06,-39.47,-46.7
77,-40.96,-41.23,-46.32,-44.26,-61.05,-40.96,-44.62,-44.26,-46.32,-43.21
78,-44.26,-37.84,-61.05,-40.44,-37.7,-40.6,-46.32,-46.63,-60.19,-50.06
79,-40.6,-61.05,-46.32,-46.32,-44.62,-40.6,-61.05,-51.77,-46.32,-44.62
80,-46.32,-44.26,-61.05,-61.05,-41.26,-39.09,-39.09,-49.96,-61.05,-46.67
81,-61.05,-40.96,-61.05,-40.96,-41.18,-39.47,-44.26,-38.1,-38.16,-49.96
82,-44.26,-46.32,-40.96,-46.32,-39.47,-39.58,-44.52,-39.58,-40.96,-37.84
83,-44.26,-60.19,-44.62,-40.6,-61.05,-39.47,-46.32,-46.63,-44.62,-44.26
84,-40.44,-38.16,-41.23,-40.6,-40.44,-44.62,-60.19,-50.06,-46.32,-60.0
85,-46.32,-40.96,-40.6,-39.58,-46.32,-46.32,-61.05,-50.06,-39.47,-46.7
86,-38.16,-44.62,-39.09,-39.09,-46.32,-46.32,-40.96,-50.06,-39.09,-46.7
87,-40.96,-41.23,-44.26,-44.62,-61.05,-46.32,-40.96,-50.06,-44.26,-40.21
88,-39.47,-40.44,-40.44,-41.23,-37.74,-40.6,-40.6,-50.06,-46.32,-39.91
89,-61.05,-46.32,-44.52,-39.47,-40.96,-37.84,-44.52,-46.7,-60.19,-50.06
90,-39.47,-46.32,-61.05,-61.05,-61.05,-44.52,-39.09,-51.77,-46.32,-40.18
91,-40.96,-40.44,-46.32,-61.05,-44.62,-44.52,-61.05,-43.21,-40.96,-43.21
92,-44.62,-46.32,-46.32,-40.96,-46.32,-46.32,-37.63,-46.05,-40.96,-45.88
93,-61.05,-61.05,-61.05,-46.32,-38.1,-60.19,-40.96,-51.77,-40.96,-51.77
94,-40.44,-61.05,-41.23,-61.05,-61.05,-60.19,-46.32,-66.49,-40.6,-66.49
95,-46.32,-40.96,-40.96,-40.6,-37.84,-40.96,-61.05,-40.21,-40.6,-43.47
96,-61.05,-44.62,-39.09,-40.96,-44.26,-61.05,-39.58,-41.18,-39.09,-39.91
97,-40.6,-41.23,-44.26,-44.26,-40.44,-44.62,-40.96,-44.62,-39.09,-46.7
98,-46.32,-40.6,-40.44,-40.6,-40.6,-41.23,-44.62,-44.62,-39.47,-40.21
99,-39.09,-39.09,-46.32,-44.52,-46.32,-39.09,-44.62,-41.26,-39.47,-43.57
100,-61.05,-44.26,-60.19,-39.47,-60.19,-40.6,-41.18,-51.77,-60.19,-40.21
101,-37.7,-44.52,-61.05,-38.16,-61.05,-44.26,-39.47,-51.77,-38.16,-46.7
102,-40.96,-46.32,-61.05,-40.96,-40.96,-40.44,-44.26,-66.49,-46.32,-37.38
103,-61.05,-61.05,-40.96,-39.58,-40.96,-39.47,-61.05,-49.96,-44.62,-43.21
104,-41.18,-60.19,-40.6,-61.05,-40.6,-46.32,-46.32,-40.21,-44.52,-40.07
105,-40.96,-40.96,-40.96,-44.62,-61.05,-40.96,-61.05,-50.06,-46.32,-45.27
106,-39.58,-40.96,-44.62,-41.23,-39.09,-60.19,-46.32,-50.06,-39.09,-60.0
107,-40.6,-44.62,-41.23,-44.62,-40.96,-46.32,-61.05,-46.7,-44.26,-41.26
108,-44.62,-41.23,-37.77,-41.23,-44.62,-61.05,-44.62,-50.06,-46.32,-46.63
109,-41.23,-44.62,-39.47,-44.26,-44.62,-39.09,-41.23,-46.67,-46.32,-46.7
110,-46.32,-41.23,-44.26,-40.44,-46.32,-40.96,-38.42,-49.96,-61.05,-46.63
111,-61.05,-44.26,-40.44,-44.26,-61.05,-38.1,-40.6,-41.26,-38.16,-49.96
112,-44.52,-40.44,-46.32,-40.96,-44.26,-46.32,-44.26,-66.49,-46.32,-44.53
113,-46.32,-46.32,-61.05,-46.32,-44.26,-46.32,-40.44,-49.96,-44.62,-49.96
114,-44.52,-40.44,-46.32,-40.6,-40.44,-39.09,-40.44,-40.21,-41.26,-46.4
115,-40.6,-44.52,-46.32,-61.05,-46.32,-40.96,-60.19,-43.57,-41.18,-49.96
116,-46.32,-39.58,-61.05,-39.09,-61.05,-39.47,-46.32,-40.21,-38.42,-45.27
117,-61.05,-40.6,-40.6,-44.62,-61.05,-40.6,-46.32,-40.21,-44.26,-60.0
118,-37.09,-44.62,-40.96,-41.23,-40.96,-38.16,-61.05,-43.57,-44.26,-50.06
119,-44.62,-41.23,-39.47,-40.6,-40.96,-46.32,-41.23,-43.21,-46.32,-41.26
120,-41.23,-44.62,-40.6,-61.05,-40.6,-46.32,-40.96,-49.96,-46.32,-50.06
121,-46.32,-41.23,-38.16,-44.26,-61.05,-46.32,-39.09,-45.27,-46.32,-44.52
122,-61.05,-44.26,-40.96,-40.96,-39.09,-44.62,-61.05,-60.0,-46.32,-44.26
123,-44.26,-61.05,-38.1,-46.32,-40.96,-46.32,-40.44,-49.96,-61.05,-46.4
124,-39.58,-44.26,-44.26,-61.05,-44.62,-60.19,-46.32,-51.77,-40.6,-45.27
125,-39.47,-46.32,-40.44,-37.74,-44.52,-37.84,-38.1,-60.0,-40.96,-60.0
126,-61.05,-60.14,-40.96,-40.96,-39.47,-44.26,-44.26,-43.57,-39.58,-45.27
127,-61.05,-41.23,-46.32,-44.26,-39.09,-40.44,-40.96,-39.91,-44.62,-60.0
128,-40.96,-40.96,-61.05,-40.6,-39.58,-46.32,-46.32,-50.06,-44.62,-40.21
129,-40.96,-39.09,-39.47,-46.32,-40.44,-61.05,-61.05,-44.26,-41.23,-46.7
130,-44.62,-44.26,-40.96,-61.05,-46.32,-39.09,-37.7,-40.6,-37.77,-43.57
131,-41.23,-40.44,-38.16,-39.09,-44.62,-40.96,-40.96,-51.77,-44.26,-40.18
132,-46.32,-46.32,-40.96,-40.96,-41.23,-38.1,-46.32,-60.0,-44.52,-45.14
133,-61.05,-46.32,-44.52,-44.62,-40.96,-46.32,-40.6,-45.88,-46.32,-60.0
134,-44.26,-38.16,-40.6,-41.23,-44.26,-37.84,-61.05,-51.77,-40.6,-44.91
135,-44.52,-40.96,-61.05,-38.16,-40.6,-44.26,-46.32,-66.49,-46.32,-49.96
136,-46.32,-44.26,-39.09,-40.96,-46.32,-40.96,-40.96,-46.63,-61.05,-44.91
137,-61.05,-40.6,-44.52,-44.26,-61.05,-46.32,-40.96,-46.4,-38.1,-46.4
138,-39.47,-60.19,-38.1,-41.26,-46.32,-40.6,-61.05,-46.4,-40.96,-46.7
139,-40.96,-61.05,-61.05,-44.52,-61.05,-44.52,-40.6,-50.06,-39.47,-46.7
140,-61.05,-40.96,-37.84,-37.84,-38.1,-39.58,-40.96,-46.7,-61.05,-46.7
141,-40.6,-44.62,-39.58,-38.42,-40.96,-61.05,-40.96,-49.96,-38.16,-46.63
142,-40.96,-41.23,-40.96,-44.26,-44.52,-44.62,-44.62,-43.21,-44.26,-40.21
143,-61.05,-40.6,-44.62,-40.44,-44.62,-41.23,-41.23,-50.06,-44.62,-40.21
144,-40.6,-39.09,-41.18,-46.32,-41.23,-61.05,-46.32,-45.27,-46.32,-43.47
145,-40.96,-44.26,-37.84,-61.05,-61.05,-44.62,-37.84,-66.49,-61.05,-49.96
146,-44.62,-40.44,-39.09,-39.58,-39.47,-44.26,-44.26,-50.06,-39.09,-40.21
147,-41.23,-46.32,-39.58,-40.96,-44.26,-44.62,-44.26,-46.7,-40.96,-46.32
148,-41.23,-39.47,-40.44,-44.62,-40.44,-46.32,-46.32,-46.4,-61.05,-61.05
149,-40.96,-61.05,-46.32,-44.62,-46.32,-61.05,-61.05,-46.7,-46.32,-46.7
150,-46.32,-61.05,-60.19,-41.23,-61.05,-39.09,-39.47,-46.7,-41.23,-43.57
151,-61.05,-40.96,-61.05,-38.42,-40.6,-44.26,-40.96,-44.52,-38.16,-46.67
152,-40.44,-44.62,-40.96,-39.58,-38.16,-40.44,-38.1,-46.63,-41.18,-49.96
153,-46.32,-41.23,-44.26,-44.26,-40.96,-46.32,-40.6,-46.67,-40.6,-36.79
154,-38.1,-40.6,-40.6,-46.32,-41.26,-46.32,-39.58,-66.49,-40.6,-43.21
155,-40.6,-40.96,-46.32,-46.32,-61.05,-46.32,-61.05,-49.96,-46.32,-43.47
156,-39.58,-44.26,-61.05,-61.05,-39.47,-61.05,-44.62,-51.77,-39.09,-45.27
157,-61.05,-44.26,-39.09,-40.96,-40.96,-38.1,-41.23,-61.05,-38.16,-65.59
158,-61.05,-44.26,-40.96,-44.26,-44.62,-44.52,-44.62,-46.7,-46.32,-66.49
159,-41.23,-46.32,-39.47,-44.62,-41.23,-39.47,-46.32,-46.63,-46.32,-39.91
160,-40.96,-44.52,-61.05,-46.32,-38.1,-44.62,-61.05,-44.53,-46.32,-43.57
161,-40.6,-46.32,-38.16,-61.05,-40.6,-41.23,-39.09,-43.47,-61.05,-46.67
162,-44.26,-61.05,-40.96,-37.63,-44.26,-40.96,-44.26,-43.87,-46.32,-43.57
163,-44.26,-38.16,-44.62,-44.26,-61.05,-39.47,-40.44,-44.91,-46.32,-40.21
164,-61.05,-44.62,-41.23,-40.44,-46.32,-44.26,-46.32,-46.63,-46.32,-66.49
165,-46.32,-44.62,-44.62,-46.32,-40.96,-46.32,-61.05,-43.6,-46.32,-43.47
166,-61.05,-41.23,-41.23,-61.05,-61.05,-40.96,-38.16,-50.06,-38.42,-46.7
167,-44.52,-40.6,-61.05,-61.05,-61.05,-40.44,-61.05,-41.26,-39.09,-51.77
168,-41.18,-44.26,-40.44,-40.96,-40.96,-40.6,-44.62,-46.7,-44.26,-66.49
169,-38.16,-44.26,-46.32,-44.62,-40.96,-44.52,-41.23,-50.06,-40.44,-46.7
170,-40.96,-46.32,-46.32,-41.23,-44.62,-46.32,-46.32,-46.7,-46.32,-50.06
171,-38.1,-60.19,-46.32,-40.6,-44.62,-61.05,-40.6,-49.96,-61.05,-46.67
172,-40.6,-46.32,-40.96,-39.09,-41.18,-44.26,-44.26,-43.21,-38.42,-46.05
173,-39.47,-61.05,-61.05,-44.26,-44.52,-40.96,-40.44,-44.26,-60.19,-43.21
174,-61.05,-38.16,-40.6,-40.44,-44.52,-46.32,-46.32,-51.77,-38.1,-46.4
175,-37.77,-40.96,-40.96,-44.52,-40.44,-61.05,-61.05,-66.49,-40.96,-49.96
176,-44.52,-44.62,-61.05,-46.32,-46.32,-41.23,-41.23,-50.06,-61.05,-38.42
177,-41.26,-44.62,-40.6,-61.05,-61.05,-40.96,-40.96,-46.7,-40.6,-40.21
178,-41.18,-41.23,-40.96,-61.05,-61.05,-38.1,-44.62,-43.54,-40.96,-66.49
179,-44.62,-39.09,-40.96,-40.96,-44.62,-40.6,-44.26,-50.06,-40.96,-41.26
180,-41.23,-44.52,-40.6,-44.62,-41.23,-37.77,-40.44,-43.21,-40.6,-46.63
181,-44.62,-44.26,-40.6,-41.23,-44.62,-39.47,-46.32,-43.43,-40.6,-43.43
182,-44.26,-46.32,-44.52,-40.6,-41.23,-46.32,-61.05,-45.14,-39.47,-43.57
183,-44.26,-44.52,-39.47,-40.96,-39.09,-60.19,-40.44,-66.49,-40.96,-46.67
184,-44.52,-46.32,-40.6,-44.26,-44.26,-39.47,-40.96,-46.63,-61.05,-44.26
185,-44.52,-46.32,-39.47,-40.6,-44.26,-40.96,-46.32,-46.4,-40.6,-43.21
186,-46.32,-61.05,-39.47,-46.32,-46.32,-38.16,-61.05,-50.06,-46.32,-51.77
187,-40.44,-40.6,-61.05,-39.47,-39.47,-44.62,-37.84,-46.67,-46.32,-59.15
188,-60.19,-40.96,-61.05,-61.05,-61.05,-41.23,-61.05,-50.06,-40.6,-60.0
189,-61.05,-44.26,-39.58,-40.96,-61.05,-40.6,-38.16,-50.06,-38.16,-60.0
190,-40.96,-40.6,-44.62,-40.96,-40.96,-37.84,-40.96,-46.63,-40.96,-40.96
191,-61.05,-46.32,-44.62,-40.6,-40.96,-44.26,-44.62,-50.06,-39.47,-41.26
192,-41.23,-61.05,-41.23,-44.62,-40.6,-44.26,-41.23,-46.67,-41.18,-44.62
193,-40.96,-61.05,-38.1,-41.23,-40.6,-46.32,-37.77,-44.26,-46.32,-50.06
194,-41.26,-40.96,-44.26,-39.09,-39.09,-60.19,-39.58,-40.44,-40.96,-44.53
195,-44.26,-40.96,-44.26,-40.6,-61.05,-61.05,-44.26,-51.77,-38.1,-43.21
196,-40.44,-44.62,-40.44,-44.26,-39.47,-46.32,-44.62,-66.49,-40.6,-43.21
197,-46.32,-41.23,-46.32,-40.44,-40.96,-41.26,-60.19,-41.18,-46.32,-45.27
198,-39.47,-39.58,-60.19,-46.32,-41.26,-44.62,-61.05,-40.96,-44.62,-65.64
199,-38.16,-39.09,-40.44,-61.05,-46.32,-41.23,-40.96,-44.62,-61.05,-60.0
200,-44.52,-44.62,-46.32,-39.47,-61.05,-38.42,-46.32,-46.7,-37.84,-46.7
