iteration,tpd_particle_1,tpd_particle_2,tpd_particle_3,tpd_particle_4,tpd_particle_5,tpd_particle_6,tpd_particle_7,tpd_particle_8,tpd_particle_9,tpd_particle_10
1,40.2,43.01,46.99,44.62,63.41,58.19,48.69,45.26,46.24,45.61
2,46.96,43.18,43.2,41.23,42.74,45.17,59.99,44.12,38.32,46.3
3,42.22,46.6,44.12,41.26,43.4,62.66,40.86,41.53,46.32,40.07
4,41.58,45.14,46.6,41.18,44.89,44.62,41.46,44.53,40.96,43.44
5,36.64,43.08,60.0,44.26,43.57,41.23,43.43,41.78,44.26,41.42
6,37.84,39.58,44.53,40.44,50.06,39.58,43.21,45.27,61.05,39.25
7,44.62,44.26,49.96,46.32,50.06,40.6,45.88,66.49,46.32,51.77
8,46.32,46.32,43.54,61.05,46.67,46.32,46.32,44.52,60.19,46.67
9,60.19,46.32,46.05,61.05,37.77,61.05,61.05,46.4,41.26,66.49
10,61.05,61.05,66.49,40.96,43.57,39.47,46.32,43.47,41.18,40.18
11,44.26,39.09,43.18,61.05,46.67,40.96,60.19,40.18,46.32,39.91
12,44.62,44.26,44.62,41.23,38.16,44.26,38.1,46.67,46.32,43.57
13,46.32,44.26,44.26,40.96,40.96,61.05,40.96,50.06,46.32,43.57
14,61.05,46.32,44.62,39.09,44.26,46.32,40.96,46.67,46.32,50.06
15,39.09,61.05,46.32,44.26,40.6,61.05,40.6,50.06,39.47,51.77
16,44.26,44.52,61.05,40.44,46.32,38.1,40.6,46.67,46.32,60.0
17,40.44,40.96,40.44,44.52,61.05,44.62,37.74,44.26,60.19,43.43
18,46.32,38.1,46.32,46.32,61.05,41.23,39.47,45.88,46.32,45.27
19,46.32,40.6,61.05,61.05,40.96,44.62,44.26,51.77,46.32,46.4
20,60.19,61.05,44.52,40.96,40.96,41.23,61.05,66.49,44.26,46.05
21,61.05,44.62,46.32,40.96,44.62,40.96,44.52,46.67,40.6,43.21
22,61.05,41.23,38.42,61.05,41.23,40.44,46.32,43.57,46.32,46.7
23,44.26,44.62,40.6,41.23,40.96,46.32,61.05,39.55,60.19,51.77
24,40.96,44.26,37.84,40.96,39.09,46.32,61.05,43.57,39.47,66.49
25,46.32,44.26,44.62,39.09,44.26,46.32,61.05,44.62,46.32,40.18
26,41.18,46.32,61.05,44.26,40.44,61.05,40.96,51.77,46.32,45.14
27,39.09,46.32,38.16,40.44,46.32,39.47,40.96,66.49,46.32,59.86
28,38.42,46.32,40.96,46.32,61.05,44.62,40.6,44.26,61.05,43.21
29,39.47,40.44,44.62,61.05,39.58,41.23,41.18,44.52,46.32,46.4
30,39.58,46.32,41.23,40.96,41.26,40.6,39.09,50.06,40.96,46.32
31,39.47,61.05,40.96,40.96,44.62,39.58,61.05,45.27,46.32,61.05
32,44.62,40.6,39.47,40.6,41.23,44.26,39.47,66.49,46.32,46.7
33,41.26,40.96,44.26,61.05,40.96,44.62,44.52,46.7,46.32,46.7
34,41.18,44.62,40.44,41.23,39.09,46.32,46.32,50.06,61.05,46.7
35,37.84,41.23,44.52,40.96,40.6,46.32,40.96,46.67,46.32,39.55
36,44.62,37.74,46.32,38.1,44.52,46.32,39.47,46.05,40.96,38.42
37,41.23,44.52,40.96,44.26,40.44,61.05,46.32,43.21,46.32,43.08
38,46.32,44.26,40.96,40.44,46.32,40.44,37.84,60.0,46.32,46.7
39,61.05,44.26,61.05,46.32,61.05,60.19,39.09,46.05,37.84,51.77
40,44.26,46.32,44.62,61.05,39.47,61.05,39.58,51.77,39.58,60.0
41,46.32,60.19,41.23,38.16,61.05,40.96,61.05,66.49,39.58,43.57
42,60.19,61.05,44.62,40.96,38.16,40.96,44.62,46.05,44.62,43.57
43,61.05,41.23,41.23,44.62,44.62,40.6,41.23,46.7,44.62,44.52
44,41.23,40.96,44.26,41.23,44.62,40.6,44.62,50.06,61.05,41.26
45,40.96,40.6,40.44,40.96,41.18,39.47,41.23,43.21,61.05,46.63
46,40.6,44.26,46.32,41.26,38.42,44.52,38.1,46.63,44.26,49.96
47,44.62,40.44,60.19,44.26,44.26,39.47,44.26,51.77,44.26,43.21
48,41.23,46.32,46.32,40.96,40.44,46.32,40.44,66.49,46.32,40.14
49,46.32,61.05,46.32,44.52,46.32,61.05,46.32,49.96,60.19,45.27
50,61.05,40.44,46.32,40.96,46.32,60.19,46.32,50.06,61.05,60.0
51,39.47,46.32,61.05,46.32,61.05,40.96,61.05,49.96,40.96,40.21
52,40.96,61.05,38.1,40.6,61.05,40.96,39.47,41.23,40.96,60.0
53,61.05,40.6,40.96,44.52,40.96,40.6,46.32,44.62,44.26,43.43
54,44.62,40.96,38.1,44.62,40.96,44.62,46.32,50.06,40.6,40.04
55,41.23,44.62,40.6,61.05,44.62,46.32,44.62,44.62,46.32,43.43
56,61.05,44.62,44.52,37.74,41.23,46.32,41.23,50.06,61.05,41.26
57,41.18,44.26,39.09,40.96,39.09,46.32,40.6,46.67,37.77,44.26
58,40.96,40.44,61.05,44.26,39.09,46.32,37.77,44.26,40.96,43.57
59,39.09,46.32,61.05,44.62,44.26,44.52,44.62,44.52,61.05,45.14
60,40.6,40.44,40.96,46.32,40.44,46.32,44.52,44.26,46.32,40.07
61,40.44,44.52,40.96,61.05,46.32,61.05,46.32,46.32,40.96,57.36
62,46.32,40.96,44.62,40.6,46.32,61.05,39.47,65.64,44.62,45.27
63,61.05,38.16,41.23,44.26,40.96,61.05,61.05,66.49,41.23,66.49
64,44.26,40.96,40.96,44.52,61.05,40.96,39.58,50.06,37.74,37.38
65,44.62,39.58,39.09,46.32,61.05,40.96,41.26,46.67,61.05,46.4
66,46.32,40.6,44.26,61.05,40.96,44.62,44.62,46.7,44.26,40.21
67,41.18,44.62,41.23,39.47,40.96,44.62,41.23,50.06,61.05,49.96
68,37.76,41.23,46.32,40.96,40.6,41.23,39.58,46.7,46.32,51.77
69,61.05,44.52,61.05,44.62,40.6,37.77,39.09,49.96,40.96,61.05
70,40.44,38.42,39.58,44.52,40.44,44.26,44.62,45.02,38.16,39.47
71,46.32,39.47,44.26,41.26,46.32,44.52,44.52,46.7,40.96,46.4
72,46.32,61.05,44.62,41.18,61.05,46.32,46.32,50.06,38.1,44.91
73,61.05,38.16,44.52,44.26,46.32,61.05,61.05,40.21,46.32,49.96
74,61.05,44.62,39.47,40.44,46.32,61.05,44.26,50.06,44.52,46.7
75,40.96,44.62,39.09,44.62,46.32,40.96,41.26,50.06,39.47,46.7
76,40.96,41.23,46.32,44.26,61.05,40.96,44.62,44.26,46.32,43.21
77,44.26,37.84,61.05,40.44,37.7,40.6,46.32,46.63,60.19,50.06
78,40.6,61.05,46.32,46.32,44.62,40.6,61.05,51.77,46.32,44.62
79,46.32,44.26,61.05,61.05,41.26,39.09,39.09,49.96,61.05,46.67
80,61.05,40.96,61.05,40.96,41.18,39.47,44.26,38.1,38.16,49.96
81,44.26,46.32,40.96,46.32,39.47,39.58,44.52,39.58,40.96,37.84
82,44.26,60.19,44.62,40.6,61.05,39.47,46.32,46.63,44.62,44.26
83,40.44,38.16,41.23,40.6,40.44,44.62,60.19,50.06,46.32,60.0
84,46.32,40.96,40.6,39.58,46.32,46.32,61.05,50.06,39.47,46.7
85,38.16,44.62,39.09,39.09,46.32,46.32,40.96,50.06,39.09,46.7
86,40.96,41.23,44.26,44.62,61.05,46.32,40.96,50.06,44.26,40.21
87,39.47,40.44,40.44,41.23,37.74,40.6,40.6,50.06,46.32,39.91
88,61.05,46.32,44.52,39.47,40.96,37.84,44.52,46.7,60.19,50.06
89,39.47,46.32,61.05,61.05,61.05,44.52,39.09,51.77,46.32,40.18
90,40.96,40.44,46.32,61.05,44.62,44.52,61.05,43.21,40.96,43.21
91,44.62,46.32,46.32,40.96,46.32,46.32,37.63,46.05,40.96,45.88
92,61.05,61.05,61.05,46.32,38.1,60.19,40.96,51.77,40.96,51.77
93,40.44,61.05,41.23,61.05,61.05,60.19,46.32,66.49,40.6,66.49
94,46.32,40.96,40.96,40.6,37.84,40.96,61.05,40.21,40.6,43.47
95,61.05,44.62,39.09,40.96,44.26,61.05,39.58,41.18,39.09,39.91
96,40.6,41.23,44.26,44.26,40.44,44.62,40.96,44.62,39.09,46.7
97,46.32,40.6,40.44,40.6,40.6,41.23,44.62,44.62,39.47,40.21
98,39.09,39.09,46.32,44.52,46.32,39.09,44.62,41.26,39.47,43.57
99,61.05,44.26,60.19,39.47,60.19,40.6,41.18,51.77,60.19,40.21
100,37.7,44.52,61.05,38.16,61.05,44.26,39.47,51.77,38.16,46.7
101,40.96,46.32,61.05,40.96,40.96,40.44,44.26,66.49,46.32,37.38
102,61.05,61.05,40.96,39.58,40.96,39.47,61.05,49.96,44.62,43.21
103,41.18,60.19,40.6,61.05,40.6,46.32,46.32,40.21,44.52,40.07
104,40.96,40.96,40.96,44.62,61.05,40.96,61.05,50.06,46.32,45.27
105,39.58,40.96,44.62,41.23,39.09,60.19,46.32,50.06,39.09,60.0
106,40.6,44.62,41.23,44.62,40.96,46.32,61.05,46.7,44.26,41.26
107,44.62,41.23,37.77,41.23,44.62,61.05,44.62,50.06,46.32,46.63
108,41.23,44.62,39.47,44.26,44.62,39.09,41.23,46.67,46.32,46.7
109,46.32,41.23,44.26,40.44,46.32,40.96,38.42,49.96,61.05,46.63
110,61.05,44.26,40.44,44.26,61.05,38.1,40.6,41.26,38.16,49.96
111,44.52,40.44,46.32,40.96,44.26,46.32,44.26,66.49,46.32,44.53
112,46.32,46.32,61.05,46.32,44.26,46.32,40.44,49.96,44.62,49.96
113,44.52,40.44,46.32,40.6,40.44,39.09,40.44,40.21,41.26,46.4
114,40.6,44.52,46.32,61.05,46.32,40.96,60.19,43.57,41.18,49.96
115,46.32,39.58,61.05,39.09,61.05,39.47,46.32,40.21,38.42,45.27
116,61.05,40.6,40.6,44.62,61.05,40.6,46.32,40.21,44.26,60.0
117,37.09,44.62,40.96,41.23,40.96,38.16,61.05,43.57,44.26,50.06
118,44.62,41.23,39.47,40.6,40.96,46.32,41.23,43.21,46.32,41.26
119,41.23,44.62,40.6,61.05,40.6,46.32,40.96,49.96,46.32,50.06
120,46.32,41.23,38.16,44.26,61.05,46.32,39.09,45.27,46.32,44.52
121,61.05,44.26,40.96,40.96,39.09,44.62,61.05,60.0,46.32,44.26
122,44.26,61.05,38.1,46.32,40.96,46.32,40.44,49.96,61.05,46.4
123,39.58,44.26,44.26,61.05,44.62,60.19,46.32,51.77,40.6,45.27
124,39.47,46.32,40.44,37.74,44.52,37.84,38.1,60.0,40.96,60.0
125,61.05,60.14,40.96,40.96,39.47,44.26,44.26,43.57,39.58,45.27
126,61.05,41.23,46.32,44.26,39.09,40.44,40.96,39.91,44.62,60.0
127,40.96,40.96,61.05,40.6,39.58,46.32,46.32,50.06,44.62,40.21
128,40.96,39.09,39.47,46.32,40.44,61.05,61.05,44.26,41.23,46.7
129,44.62,44.26,40.96,61.05,46.32,39.09,37.7,40.6,37.77,43.57
130,41.23,40.44,38.16,39.09,44.62,40.96,40.96,51.77,44.26,40.18
131,46.32,46.32,40.96,40.96,41.23,38.1,46.32,60.0,44.52,45.14
132,61.05,46.32,44.52,44.62,40.96,46.32,40.6,45.88,46.32,60.0
133,44.26,38.16,40.6,41.23,44.26,37.84,61.05,51.77,40.6,44.91
134,44.52,40.96,61.05,38.16,40.6,44.26,46.32,66.49,46.32,49.96
135,46.32,44.26,39.09,40.96,46.32,40.96,40.96,46.63,61.05,44.91
136,61.05,40.6,44.52,44.26,61.05,46.32,40.96,46.4,38.1,46.4
137,39.47,60.19,38.1,41.26,46.32,40.6,61.05,46.4,40.96,46.7
138,40.96,61.05,61.05,44.52,61.05,44.52,40.6,50.06,39.47,46.7
139,61.05,40.96,37.84,37.84,38.1,39.58,40.96,46.7,61.05,46.7
140,40.6,44.62,39.58,38.42,40.96,61.05,40.96,49.96,38.16,46.63
141,40.96,41.23,40.96,44.26,44.52,44.62,44.62,43.21,44.26,40.21
142,61.05,40.6,44.62,40.44,44.62,41.23,41.23,50.06,44.62,40.21
143,40.6,39.09,41.18,46.32,41.23,61.05,46.32,45.27,46.32,43.47
144,40.96,44.26,37.84,61.05,61.05,44.62,37.84,66.49,61.05,49.96
145,44.62,40.44,39.09,39.58,39.47,44.26,44.26,50.06,39.09,40.21
146,41.23,46.32,39.58,40.96,44.26,44.62,44.26,46.7,40.96,46.32
147,41.23,39.47,40.44,44.62,40.44,46.32,46.32,46.4,61.05,61.05
148,40.96,61.05,46.32,44.62,46.32,61.05,61.05,46.7,46.32,46.7
149,46.32,61.05,60.19,41.23,61.05,39.09,39.47,46.7,41.23,43.57
150,61.05,40.96,61.05,38.42,40.6,44.26,40.96,44.52,38.16,46.67
151,40.44,44.62,40.96,39.58,38.16,40.44,38.1,46.63,41.18,49.96
152,46.32,41.23,44.26,44.26,40.96,46.32,40.6,46.67,40.6,36.79
153,38.1,40.6,40.6,46.32,41.26,46.32,39.58,66.49,40.6,43.21
154,40.6,40.96,46.32,46.32,61.05,46.32,61.05,49.96,46.32,43.47
155,39.58,44.26,61.05,61.05,39.47,61.05,44.62,51.77,39.09,45.27
156,61.05,44.26,39.09,40.96,40.96,38.1,41.23,61.05,38.16,65.59
157,61.05,44.26,40.96,44.26,44.62,44.52,44.62,46.7,46.32,66.49
158,41.23,46.32,39.47,44.62,41.23,39.47,46.32,46.63,46.32,39.91
159,40.96,44.52,61.05,46.32,38.1,44.62,61.05,44.53,46.32,43.57
160,40.6,46.32,38.16,61.05,40.6,41.23,39.09,43.47,61.05,46.67
161,44.26,61.05,40.96,37.63,44.26,40.96,44.26,43.87,46.32,43.57
162,44.26,38.16,44.62,44.26,61.05,39.47,40.44,44.91,46.32,40.21
163,61.05,44.62,41.23,40.44,46.32,44.26,46.32,46.63,46.32,66.49
164,46.32,44.62,44.62,46.32,40.96,46.32,61.05,43.6,46.32,43.47
165,61.05,41.23,41.23,61.05,61.05,40.96,38.16,50.06,38.42,46.7
166,44.52,40.6,61.05,61.05,61.05,40.44,61.05,41.26,39.09,51.77
167,41.18,44.26,40.44,40.96,40.96,40.6,44.62,46.7,44.26,66.49
168,38.16,44.26,46.32,44.62,40.96,44.52,41.23,50.06,40.44,46.7
169,40.96,46.32,46.32,41.23,44.62,46.32,46.32,46.7,46.32,50.06
170,38.1,60.19,46.32,40.6,44.62,61.05,40.6,49.96,61.05,46.67
171,40.6,46.32,40.96,39.09,41.18,44.26,44.26,43.21,38.42,46.05
172,39.47,61.05,61.05,44.26,44.52,40.96,40.44,44.26,60.19,43.21
173,61.05,38.16,40.6,40.44,44.52,46.32,46.32,51.77,38.1,46.4
174,37.77,40.96,40.96,44.52,40.44,61.05,61.05,66.49,40.96,49.96
175,44.52,44.62,61.05,46.32,46.32,41.23,41.23,50.06,61.05,38.42
176,41.26,44.62,40.6,61.05,61.05,40.96,40.96,46.7,40.6,40.21
177,41.18,41.23,40.96,61.05,61.05,38.1,44.62,43.54,40.96,66.49
178,44.62,39.09,40.96,40.96,44.62,40.6,44.26,50.06,40.96,41.26
179,41.23,44.52,40.6,44.62,41.23,37.77,40.44,43.21,40.6,46.63
180,44.62,44.26,40.6,41.23,44.62,39.47,46.32,43.43,40.6,43.43
181,44.26,46.32,44.52,40.6,41.23,46.32,61.05,45.14,39.47,43.57
182,44.26,44.52,39.47,40.96,39.09,60.19,40.44,66.49,40.96,46.67
183,44.52,46.32,40.6,44.26,44.26,39.47,40.96,46.63,61.05,44.26
184,44.52,46.32,39.47,40.6,44.26,40.96,46.32,46.4,40.6,43.21
185,46.32,61.05,39.47,46.32,46.32,38.16,61.05,50.06,46.32,51.77
186,40.44,40.6,61.05,39.47,39.47,44.62,37.84,46.67,46.32,59.15
187,60.19,40.96,61.05,61.05,61.05,41.23,61.05,50.06,40.6,60.0
188,61.05,44.26,39.58,40.96,61.05,40.6,38.16,50.06,38.16,60.0
189,40.96,40.6,44.62,40.96,40.96,37.84,40.96,46.63,40.96,40.96
190,61.05,46.32,44.62,40.6,40.96,44.26,44.62,50.06,39.47,41.26
191,41.23,61.05,41.23,44.62,40.6,44.26,41.23,46.67,41.18,44.62
192,40.96,61.05,38.1,41.23,40.6,46.32,37.77,44.26,46.32,50.06
193,41.26,40.96,44.26,39.09,39.09,60.19,39.58,40.44,40.96,44.53
194,44.26,40.96,44.26,40.6,61.05,61.05,44.26,51.77,38.1,43.21
195,40.44,44.62,40.44,44.26,39.47,46.32,44.62,66.49,40.6,43.21
196,46.32,41.23,46.32,40.44,40.96,41.26,60.19,41.18,46.32,45.27
197,39.47,39.58,60.19,46.32,41.26,44.62,61.05,40.96,44.62,65.64
198,38.16,39.09,40.44,61.05,46.32,41.23,40.96,44.62,61.05,60.0
199,44.52,44.62,46.32,39.47,61.05,38.42,46.32,46.7,37.84,46.7
200,46.32,41.23,61.05,61.05,40.6,39.09,40.6,50.06,40.96,46.63
